"","hgnc_symbol","entrezgene","chromosome_name","start_position","end_position"
"573","SOD1",6647,"21",33031935,33041244
"574","PTPRC",5788,"HSCHR1_3_CTG31",198619288,198737899
"575","C7orf50",101930223,"7",1036622,1177896
"576","C7orf50",84310,"7",1036622,1177896
"577","RCL1",10171,"9",4792869,4885917
"578","VPS33B",26276,"15",91541646,91565833
"579","LY6G5B",58496,"HSCHR6_MHC_SSTO",31626842,31631270
"580","PPP1R16A",84988,"8",145703352,145727504
"581","SCOC",60592,"4",141178440,141306880
"582","SHOX",6473,"X",585079,620146
"583","OSBPL2",9885,"20",60813580,60871268
"584","",55629,"GL000191.1",29663,33264
"585","CCR8",1237,"3",39371197,39375171
"586","SACS",26278,"13",23902965,24007841
"587","WDR89",112840,"14",64063757,64108579
"588","GPR146",115330,"7",1084212,1098897
"589","GYPB",2994,"4",144917257,145061844
"590","LY6G5C",80741,"HSCHR6_MHC_SSTO",31634408,31641761
"591","STX16",8675,"20",57226328,57254582
"592","SGPP1",81537,"14",64150932,64194757
"593","CRLF2",64109,"X",1314890,1331616
"594","",100996657,"GL000191.1",36277,50281
"595","",10772,"GL000191.1",36277,50281
"596","SLC25A38",54977,"3",39424839,39438842
"597","TRIM2",23321,"4",154073494,154260472
"598","C20orf194",25943,"20",3229951,3388272
"599","B3GALT4",8705,"HSCHR6_MHC_QBL",33173759,33175444
"600","",NA,"9",4859120,4859260
"601","SLC6A11",6538,"3",10857885,10982419
"602","FAM198B",51313,"4",159045626,159094470
"603","CABLES1",91768,"18",20714528,20840431
"604","C2",717,"HSCHR6_MHC_QBL",31855958,31903846
"605","RPSA",574040,"3",39448180,39454033
"606","RPSA",6044,"3",39448180,39454033
"607","RPSA",3921,"3",39448180,39454033
"608","SCAF4",57466,"21",33043346,33104388
"609","SLC35G5",646000,"8",11188397,11189717
"610","SLC35G5",83650,"8",11188397,11189717
"611","GALNT9",50614,"HG996_PATCH",132680924,132910380
"612","TNFRSF19",55504,"13",24144509,24250232
"613","IL2",3558,"4",123372625,123377880
"614","C8orf12",83656,"8",11225911,11296167
"615","HDAC8",55869,"X",71549366,71792953
"616","SPECC1L",23384,"22",24666786,24813708
"617","PBX3",5090,"9",128509624,128729656
"618","WDR46",9277,"HSCHR6_MHC_QBL",33175727,33186150
"619","",NA,"7",36118694,36125346
"620","PCIF1",63935,"20",44563267,44576662
"621","FAM167A",83648,"8",11278972,11332224
"622","CYP19A1",1588,"15",51500254,51630807
"623","CA1",759,"8",86239837,86291243
"624","GPER1",2852,"7",1121844,1133451
"625","EDNRA",1909,"4",148402069,148466106
"626","JAK2",3717,"9",4985033,5128183
"627","EEPD1",80820,"7",36192758,36341152
"628","ABHD16A",7920,"HSCHR6_MHC_SSTO",31644674,31661153
"629","MIPEP",4285,"13",24304328,24463558
"630","PNLIPRP1",5407,"HG311_PATCH",118349897,118368687
"631","SPECC1L-ADORA2A",NA,"22",24666866,24838324
"632","MND1",84057,"4",154265801,154336270
"633","TRIP4",9325,"15",64679947,64747502
"634","IL21",59067,"4",123533783,123542224
"635","ZFAND2A",90637,"7",1191707,1200395
"636","BLK",640,"8",11351510,11422113
"637","PBX2",5089,"HSCHR6_MHC_QBL",32110133,32115584
"638","ADORA2A",135,"22",24813847,24838328
"639","TYRO3",7301,"15",41849873,41871536
"640","TMEM144",55314,"4",159122756,159176563
"641","CLGN",1047,"4",141309609,141349122
"642","HUNK",30811,"21",33245628,33416946
"643","",NA,"13",24322243,24323901
"644","ZNF335",63925,"20",44577292,44600833
"645","BBS12",166379,"4",123653857,123666098
"646","C1QTNF9B",387911,"13",24465238,24476794
"647","CHD3",1107,"17",7788124,7816078
"648","CSF2RA",1438,"X",1387693,1429274
"649","CAMKK1",84254,"17",3763609,3798185
"650","",NA,"9",5077163,5084580
"651","SLC6A1",6529,"3",11034410,11080933
"652","INSL6",11172,"9",5131979,5185668
"653","ZNF609",23060,"15",64752941,64978264
"654","CPA5",93979,"HG1308_PATCH",129984656,130008571
"655","MIS18A",54069,"21",33640530,33651380
"656","UPB1",51733,"22",24863206,24924358
"657","INSL4",3641,"9",5231419,5235304
"658","",NA,"13",24553839,24895169
"659","FGF2",2247,"4",123747863,123819391
"660","ADRM1",11047,"20",60877149,60883918
"661","GATA4",2626,"8",11534468,11617511
"662","MVB12B",89853,"9",129089128,129269320
"663","GLDN",342035,"15",51633826,51700210
"664","CCDC11",220136,"18",47753563,47792892
"665","QDPR",5860,"4",17461884,17513857
"666","RLN2",6019,"9",5299868,5304969
"667","CPA1",1357,"HG1308_PATCH",130020180,130027955
"668","STX16-NPEPL1",NA,"20",57226490,57290466
"669","MRAP",56246,"21",33664124,33687095
"670","RLN1",6013,"9",5334969,5339873
"671","UNCX",340260,"7",1272543,1276954
"672","TMEM241",85019,"18",20777108,21017925
"673","POTEH",23784,"22",16256441,16287937
"674","BPTF",2186,"HG747_PATCH",65821640,65980494
"675","",NA,"HSCHR6_MHC_QBL",28730486,28730593
"676","MANSC4",100287284,"12",27915671,27924209
"677","PLGRKT",55848,"9",5357973,5437878
"678","GPT",2875,"8",145728356,145732557
"679","CEP41",95681,"HG1308_PATCH",130036375,130082274
"680","GUCD1",83606,"22",24936406,24951903
"681","ZSCAN25",221785,"7",99214569,99230030
"682","TMEM184C",55751,"4",148538534,148593195
"683","TRIM27",5987,"HSCHR6_MHC_QBL",28870783,28891770
"684","NPEPL1",100652930,"20",57264187,57294294
"685","NPEPL1",79716,"20",57264187,57294294
"686","URB1",9875,"21",33683329,33765335
"687","LY6G6F",259215,"HSCHR6_MHC_SSTO",31664595,31675540
"688","KIAA0922",23240,"4",154387498,154557863
"689","SPATA13",221178,"13",24553944,24881212
"690","MEGF11",84465,"HSCHR15_1_CTG8",66187417,66558222
"691","",152586,"4",141363416,141419531
"692","CCL8",6355,"17",32646055,32648421
"693","CD274",29126,"9",5450503,5470566
"694","PFDN6",102465501,"HSCHR6_MHC_QBL",33185925,33195021
"695","PFDN6",10471,"HSCHR6_MHC_QBL",33185925,33195021
"696","ATRN",8455,"20",3451687,3631769
"697","KIAA0125",101926972,"14",106383838,106391825
"698","KIAA0125",9834,"14",106383838,106391825
"699","MICALL2",79778,"7",1468101,1499138
"700","LMX1B",4010,"9",129376722,129463311
"701","",NA,"HSCHR6_MHC_SSTO",31664636,31675654
"702","C8orf49",NA,"8",11618896,11620309
"703","LY6G6E",NA,"HSCHR6_MHC_SSTO",31670072,31671548
"704","GPSM3",63940,"HSCHR6_MHC_QBL",32116164,32120921
"705","DNAJC5G",285126,"2",27498289,27504367
"706","GMPS",8833,"3",155588325,155661815
"707","NUDT6",11162,"4",123809852,123844123
"708","MEST",4232,"HG1308_PATCH",130126046,130146133
"709","OR11H1",81061,"22",16448824,16449805
"710","OR11H1",79334,"22",16448824,16449805
"711","PTGES3",10728,"12",57057127,57082159
"712","LETM2",137994,"8",38243725,38267045
"713","CCT8L2",150160,"22",17071667,17073700
"714","C6orf100",NA,"HSCHR6_MHC_QBL",28911657,28912317
"715","KDM7A",80853,"7",139784546,139876835
"716","SNRPD3",6634,"22",24951471,25005947
"717","PDCD1LG2",80380,"9",5510545,5571282
"718","XKR3",100996296,"22",17264302,17302589
"719","XKR3",150165,"22",17264302,17302589
"720","ANAPC13",25847,"3",134196548,134205558
"721","IL3RA",3563,"X",1455509,1501578
"722","NEIL2",252969,"8",11627148,11644855
"723","ZNF311",282890,"HSCHR6_MHC_QBL",28962562,28973093
"724","SV2B",9899,"15",91643180,91844539
"725","ESRRB",2103,"14",76776957,76968178
"726","LY6G6D",259215,"HSCHR6_MHC_SSTO",31673092,31675540
"727","LY6G6D",58530,"HSCHR6_MHC_SSTO",31673092,31675540
"728","FRS2",10818,"12",69864129,69973562
"729","C10orf82",143379,"HG311_PATCH",118423208,118429776
"730","C21orf119",NA,"21",33765439,33766254
"731","ZBTB43",23099,"9",129567285,129600489
"732","C1QTNF9",387911,"13",24881304,24896673
"733","C1QTNF9",338872,"13",24881304,24896673
"734","CLMN",79789,"14",95648277,95786243
"735","PTCHD3",374308,"10",27687116,27703297
"736","GLIPR1L1",256710,"12",75728419,75764340
"737","NPFFR2",10886,"4",72897521,73013784
"738","OR9A2",135924,"7",142723245,142724282
"739","GAB4",128954,"22",17442826,17489112
"740","SCFD1",23256,"14",31091318,31205018
"741","HSPA12A",259217,"HG311_PATCH",118430705,118502086
"742","",542767,"13",24895264,24895566
"743","TTC14",151613,"3",180319918,180335616
"744","OR6V1",346517,"7",142749417,142750444
"745","KLHL42",57542,"12",27932953,27955973
"746","PIP",5304,"7",142829170,142836839
"747","ELMOD2",255520,"4",141445312,141474924
"748","SPATA32",124783,"17",43331760,43339479
"749","C17orf58",284018,"HG747_PATCH",65987217,65989765
"750","ZBTB34",403341,"9",129622944,129648157
"751","CCL13",6357,"17",32683471,32685629
"752","EVA1C",59271,"21",33784314,33887707
"753","PRMT10",90826,"4",148558936,148605381
"754","NOTCH4",4855,"HSCHR6_MHC_QBL",32120241,32149468
"755","SLC25A6",293,"X",1505045,1511617
"756","ASTE1",28990,"3",130732719,130746493
"757","ZBTB12",221527,"HSCHR6_MHC_QBL",31857779,31860166
"758","GABRA5",2558,"15",27111510,27194354
"759","PARP4",143,"13",24995064,25086948
"760","CA3",761,"8",86285665,86361269
"761","HRH1",3269,"3",11178779,11305243
"762","SLCO3A1",28232,"15",92396925,92715665
"763","C3orf14",57415,"3",62304648,62321888
"764","",NA,"17",60349848,60360276
"765","GYPA",2993,"4",145030457,145061904
"766","SPATA5",166378,"4",123844229,124240605
"767","C6orf25",80739,"HSCHR6_MHC_SSTO",31676330,31684446
"768","KPNA2",3838,"HG747_PATCH",66031635,66042958
"769","TFE3",7030,"X",48886242,48901012
"770","",NA,"HSCHR6_MHC_COX",31111082,31111199
"771","LAMA5",3911,"20",60883011,60942368
"772","TAS2R39",259285,"7",142880512,142881528
"773","LRRC61",65999,"7",150019728,150035239
"774","CLRN2",645104,"4",17516788,17528727
"775","ACOT13",55856,"6",24667263,24705293
"776","DMXL2",23312,"15",51739908,51915030
"777","ATP5G1",516,"17",46970127,46973233
"778","EFCAB3",146779,"17",60447579,60493837
"779","GDF2",2658,"10",48413092,48416853
"780","ARL14",80117,"3",160394948,160396233
"781","KCNH3",23416,"12",49932940,49952091
"782","OAZ2",4947,"15",64979772,64995480
"783","CA2",760,"8",86376081,86393722
"784","GDF10",2662,"10",48425815,48438976
"785","RXRB",6257,"HSCHR6_MHC_MCF",33331732,33338829
"786","KDM1B",221656,"6",18155560,18224084
"787","TCF19",6941,"HSCHR6_MHC_COX",31118872,31124541
"788","RAB18",22931,"10",27793197,27831143
"789","MSRB3",253827,"12",65672423,65882024
"790","PPM1L",151742,"3",160473390,160796695
"791","BTAF1",9044,"10",93683526,93790082
"792","PTHLH",5744,"12",28111017,28125638
"793","AMZ2",51321,"HG747_PATCH",66243690,66253272
"794","KIAA1432",57589,"9",5629025,5776557
"795","ZBED6CL",113763,"7",150026938,150029808
"796","HLA-DPA1",3113,"HSCHR6_MHC_COX",32954322,32970527
"797","IL1F10",84639,"2",113825547,113833427
"798","FOXL2",668,"3",138663066,138665982
"799","SFMBT2",57713,"10",7200586,7453450
"800","LAP3",51056,"4",17578815,17609595
"801","CFB",629,"HSCHR6_MHC_QBL",31903824,31910258
"802","BRI3BP",140707,"12",125478246,125515777
"803","DEFB133",403339,"6",49913814,49917157
"804","RARRES2",5919,"7",150035408,150038763
"805","ASMTL",8623,"X",1522032,1572655
"806","IL17RA",23765,"22",17565844,17596583
"807","TCP10L",140290,"21",33948862,33959683
"808","SAMD14",201191,"17",48187404,48207246
"809","PCDHGC5",56097,"5",140868808,140892546
"810","PCDHGC5",5098,"5",140868808,140892546
"811","SERPINE2",5270,"2",224839829,224904036
"812","DEFB114",245928,"6",49927962,49931818
"813","ANKRD22",118932,"10",90581889,90611575
"814","CEP63",80254,"3",134204585,134293859
"815","ZNF514",84874,"2",95813075,95831158
"816","ADAMTS3",9508,"4",73146686,73434516
"817","RXFP1",59350,"4",159236463,159574524
"818","RBPMS2",348093,"15",65032091,65067786
"819","LZTS2",84445,"10",102756375,102767593
"820","SLC25A46",91137,"5",110073837,110100857
"821","RALGPS1",9649,"9",129677053,129985445
"822","MMP9",4318,"20",44637547,44645200
"823","IER3",8870,"HSCHR6_MHC_DBB",30701238,30702593
"824","FEZF2",55079,"3",62355356,62359999
"825","SLC47A2",146802,"17",19581601,19622292
"826","SP5",389058,"2",171571861,171574588
"827","UCP1",7350,"4",141480588,141489959
"828","PPP1R9B",84687,"17",48211104,48227991
"829","PPP1CB",5500,"2",28974506,29025806
"830","",NA,"21",33951132,33984591
"831","C3orf72",401089,"3",138666076,138672293
"832","ERICH2",285141,"2",171640296,171655481
"833","MFSD3",113655,"8",145734457,145736596
"834","SNRPC",6631,"6",34725183,34741571
"835","GGT1",728441,"22",24979718,25024972
"836","GGT1",92086,"22",24979718,25024972
"837","GGT1",91227,"22",24979718,25024972
"838","GGT1",2678,"22",24979718,25024972
"839","PRR23A",729627,"3",138722804,138725110
"840","OAS1",4938,"12",113344582,113369990
"841","LY6G6C",80740,"HSCHR6_MHC_SSTO",31676384,31679581
"842","FDFT1",2222,"8",11653082,11696818
"843","ATG7",10533,"3",11313995,11599139
"844","ALDH8A1",64577,"6",135238528,135271260
"845","PIK3R6",146850,"17",8706041,8770994
"846","ABCA5",23461,"17",67240452,67323385
"847","DNPH1",10591,"6",43193367,43197222
"848","ARMC3",219681,"10",23216953,23326518
"849","",NA,"6",31633879,31641323
"850","BZW1",9689,"2",201675317,201688569
"851","CD300LF",146722,"17",72690452,72709117
"852","C21orf59",56683,"21",33964389,33985176
"853","CCL1",6346,"17",32687347,32690250
"854","GABRG3",2567,"15",27216429,27778373
"855","",NA,"19",7694682,7707934
"856","CECR6",27439,"22",17597189,17602257
"857","STAMBPL1",57559,"10",90639491,90734910
"858","WASH4P",102466751,"16",64043,69452
"859","WASH4P",102465909,"16",64043,69452
"860","WASH4P",101930154,"16",64043,69452
"861","WASH4P",100287171,"16",64043,69452
"862","LY6G5B",58496,"6",31637944,31641553
"863","PTK2",5747,"8",141667999,142012315
"864","PIF1",80119,"15",65107831,65117867
"865","",NA,"22",17602476,17612994
"866","TLR2",7097,"4",154622652,154626851
"867","",NA,"11",65358665,65359947
"868","B3GALNT1",8706,"3",160801671,160823172
"869","RGL2",5863,"HSCHR6_MHC_QBL",33188277,33196019
"870","PNPLA1",285848,"6",36210980,36276372
"871","LAMB4",22798,"7",107663993,107770801
"872","C17orf102",400591,"17",32901142,32906388
"873","MRPS22",56945,"3",138724648,139076065
"874","GRM1",2911,"6",146348782,146758734
"875","CDKL3",51265,"5",133541305,133706738
"876","CYP3A5",1577,"7",99245817,99277621
"877","ARHGAP10",79658,"4",148653214,148993931
"878","CASP4",837,"11",104813593,104840163
"879","TMEM9B",56674,"11",8968841,8986558
"880","JUND",3727,"19",18390563,18392432
"881","RPL19",6143,"17",37356536,37360980
"882","KCNK7",10089,"11",65360326,65363467
"883","TMEM132E",124842,"17",32907768,32966337
"884","",NA,"19",41307202,41404187
"885","C11orf31",280636,"11",57508825,57510986
"886","HNRNPA1",3178,"12",54673977,54680872
"887","IL22RA2",116379,"6",137464968,137494785
"888","P2RY8",286530,"X",1581465,1656000
"889","RNF175",285533,"4",154631277,154681387
"890","ATP12A",479,"13",25254549,25285921
"891","PLD1",5337,"3",171318195,171528740
"892","SCRN3",79634,"2",175260458,175294303
"893","DDAH2",23564,"HSCHR6_MHC_SSTO",31684774,31688353
"894","EN1",2019,"2",119599747,119605254
"895","LSM4",25804,"19",18417040,18434084
"896","CYP2A6",1548,"19",41349443,41356352
"897","COPG2",26958,"HG1308_PATCH",130146082,130332402
"898","AATK",9625,"17",79091095,79139877
"899","FBL",2091,"19",40325098,40337054
"900","PHLDA2",7262,"11",2949503,2950685
"901","SLC22A25",387601,"11",62931248,62997124
"902","SH2B1",25970,"16",28857921,28885526
"903","AACS",65985,"12",125549925,125627873
"904","PCMT1",5110,"6",150070579,150132556
"905","CCDC163P",NA,"1",45959538,45965751
"906","C6orf10",10665,"HSCHR6_MHC_QBL",32218297,32297155
"907","PNISR",25957,"6",99845927,99873207
"908","NOS1",4842,"12",117645947,117889975
"909","TBC1D9",23158,"4",141541919,141677274
"910","AKAP17A",8227,"X",1710486,1721407
"911","POLR3K",51728,"16",96407,103628
"912","KIR3DL2",727787,"19",55361898,55378662
"913","KIR3DL2",3812,"19",55361898,55378662
"914","ST8SIA2",8128,"15",92937058,93011958
"915","CCDC24",149473,"1",44457031,44462200
"916","GRAMD3",65983,"5",125695824,125832186
"917","BTN2A2",10385,"6",26383324,26395102
"918","ERMP1",79956,"9",5765076,5833117
"919","TAS2R40",259286,"7",142919130,142920162
"920","NBPF15",284565,"1",148555979,148596267
"921","SNRNP25",79622,"16",103010,107669
"922","KPNB1",3837,"17",45726842,45762871
"923","C1orf50",100129924,"1",43232940,43263968
"924","C1orf50",79078,"1",43232940,43263968
"925","CCDC61",729440,"19",46498339,46524576
"926","C6orf62",81688,"6",24705089,24721064
"927","MAP3K11",4296,"11",65365226,65382853
"928","",NA,"7",142919163,142919360
"929","FAM24B",196792,"10",124608594,124639157
"930","MUC5AC",4586,"11",1151580,1222364
"931","PGPEP1",54858,"19",18451397,18480760
"932","PPM1B",5495,"2",44395108,44471523
"933","PPFIA4",8497,"1",202995626,203047868
"934","FAM136A",100287852,"2",70523107,70529222
"935","FAM136A",84908,"2",70523107,70529222
"936","CAP1",10487,"1",40505905,40538321
"937","OCA2",4948,"15",28000021,28344504
"938","REXO1L1P",100288562,"8",86568695,86575726
"939","REXO1L1P",254958,"8",86568695,86575726
"940","KCNAB1",7881,"3",155755490,156256545
"941","GAD1",2571,"2",171669723,171717661
"942","REXO1L11P",101929627,"8",86747543,86749570
"943","REXO1L11P",101929601,"8",86747543,86749570
"944","REXO1L11P",100288562,"8",86747543,86749570
"945","REXO1L10P",101929627,"8",86756718,86758745
"946","REXO1L10P",101929601,"8",86756718,86758745
"947","REXO1L10P",100288562,"8",86756718,86758745
"948","CASP5",838,"11",104864962,104893895
"949","BTNL2",56244,"HSCHR6_MHC_QBL",32318107,32332375
"950","GSTK1",373156,"7",142941186,142967947
"951","ATP6V0D2",245972,"8",86999552,87166457
"952","ASMT",438,"X",1733894,1761974
"953","KIF6",221458,"6",39297766,39693181
"954","GRID1",2894,"10",87359312,88126250
"955","CECR5",27440,"22",17618401,17646177
"956","GDF15",9518,"19",18485541,18499986
"957","REPIN1",29803,"7",150065278,150071133
"958","",NA,"5",96149731,96271513
"959","GFRA4",64096,"20",3639939,3644046
"960","NRIP3",56675,"11",9002123,9025596
"961","MMACHC",25974,"1",45965725,45976739
"962","MBD1",4152,"18",47793252,47808144
"963","DEFB113",245927,"6",49936390,49937338
"964","SOWAHD",347454,"X",118892576,118894164
"965","SLC12A5",57468,"20",44650356,44688784
"966","FAM24A",118670,"10",124670217,124672627
"967","RPL39",6170,"X",118920467,118925606
"968","TIAL1",7073,"10",121334199,121356541
"969","SFRP2",6423,"4",154701744,154710272
"970","TIAM2",26230,"6",155153831,155578857
"971","DEFB110",245913,"6",49976851,49989694
"972","SCG3",29106,"15",51973550,52013223
"973","HHIP",64399,"4",145567173,145666423
"974","SPDYA",245711,"2",29005383,29073477
"975","RHBDF1",64285,"16",108058,126354
"976","ANGPTL2",23452,"9",129849611,129885162
"977","C6orf222",389384,"6",36283534,36304662
"978","DIAPH1",1729,"5",140894583,140998622
"979","LRRC25",126364,"19",18501954,18508427
"980","MOBP",4336,"3",39508689,39570970
"981","PSKH2",85481,"8",87060602,87100850
"982","OR2W1",26692,"HSCHR6_MHC_QBL",29011990,29013017
"983","TRIM15",89870,"HSCHR6_MHC_DBB",30121295,30130785
"984","SLC22A9",114571,"11",63137261,63177766
"985","MAP4K4",9448,"2",102313312,102511149
"986","OR2B3",442184,"HSCHR6_MHC_QBL",29053987,29055092
