binNumber;chromosome;start;stop;gainloss_fisherPvalue;gainloss_FDR;cnLOHloss_fisherPvalue;cnLOHloss_FDR;cnLOHgain_fisherPvalue;cnLOHgain_FDR;cnLOHamp_fisherPvalue;cnLOHamp_FDR;amploss_fisherPvalue;amploss_FDR;ampgain_fisherPvalue;ampgain_FDR
300;2;49000001;50000000;0.753;1;0.397;1;0.483;1;0.38;1;0.009;0.1668;0.007;0.1281
301;2;50000001;51000000;1;1;0.494;1;0.464;1;0.364;1;0.017;0.2601;0.005;0.1215
302;2;51000001;52000000;1;1;0.481;1;0.466;1;0.364;1;0.015;0.241;0.005;0.1215
303;2;52000001;53000000;1;1;0.475;1;0.467;1;0.364;1;0.014;0.23;0.005;0.1215
304;2;53000001;54000000;1;1;0.501;1;0.464;1;0.38;1;0.023;0.3277;0.006;0.1281
305;2;54000001;55000000;1;1;0.507;1;0.463;1;0.38;1;0.024;0.3321;0.006;0.1281
306;2;55000001;56000000;1;1;0.501;1;0.465;1;0.628;1;0.028;0.3475;0.008;0.1293
307;2;56000001;57000000;1;1;0.501;1;0.465;1;0.628;1;0.028;0.3475;0.008;0.1293
308;2;57000001;58000000;1;1;0.501;1;0.465;1;0.628;1;0.028;0.3475;0.008;0.1293
309;2;58000001;59000000;1;1;0.534;1;0.502;1;0.375;1;0.028;0.3475;0.008;0.1293
310;2;59000001;60000000;1;1;0.541;1;0.499;1;0.363;1;0.024;0.3321;0.006;0.1281
311;2;60000001;61000000;0.746;1;1;1;0.492;1;0.352;1;0.028;0.3475;0.004;0.1215
312;2;61000001;62000000;0.746;1;0.544;1;0.458;1;0.628;1;0.042;0.4262;0.007;0.1281
313;2;62000001;63000000;1;1;1;1;0.509;1;0.615;1;0.066;0.5273;0.02;0.2073
314;2;63000001;64000000;0.74;1;0.552;1;0.455;1;0.38;1;0.037;0.3963;0.005;0.1215
315;2;64000001;65000000;0.735;1;0.56;1;0.454;1;0.38;1;0.04;0.4146;0.005;0.1215
316;2;65000001;66000000;0.736;1;0.56;1;0.457;1;0.63;1;0.095;0.5921;0.009;0.1356
317;2;66000001;67000000;0.742;1;0.552;1;0.458;1;0.63;1;0.094;0.591;0.009;0.1356
318;2;67000001;68000000;0.737;1;0.56;1;0.458;1;0.633;1;0.1;0.6;0.011;0.1427
319;2;68000001;69000000;0.737;1;0.56;1;0.458;1;0.633;1;0.1;0.6;0.011;0.1427
320;2;69000001;70000000;0.737;1;0.56;1;0.458;1;0.633;1;0.1;0.6;0.011;0.1427
321;2;70000001;71000000;0.736;1;0.56;1;0.457;1;0.63;1;0.095;0.5921;0.009;0.1356
322;2;71000001;72000000;0.736;1;0.56;1;0.455;1;0.628;1;0.049;0.4527;0.007;0.1281
323;2;72000001;73000000;0.736;1;0.56;1;0.455;1;0.628;1;0.049;0.4527;0.007;0.1281
324;2;73000001;74000000;0.746;1;0.544;1;0.458;1;0.628;1;0.042;0.4262;0.007;0.1281
325;2;74000001;75000000;1;1;0.514;1;0.463;1;0.628;1;0.032;0.3672;0.008;0.1293
326;2;75000001;76000000;1;1;0.494;1;0.466;1;0.628;1;0.026;0.3449;0.008;0.1293
327;2;76000001;77000000;0.575;1;0.537;1;0.421;1;1;1;0.098;0.5992;0.028;0.2699
328;2;77000001;78000000;1;1;0.424;1;0.383;1;1;1;0.029;0.3539;0.01;0.139
329;2;78000001;79000000;1;1;0.465;1;0.425;1;0.633;1;0.029;0.3539;0.01;0.139
330;2;79000001;80000000;1;1;0.455;1;0.426;1;0.628;1;0.021;0.3067;0.008;0.1293
331;2;80000001;81000000;1;1;0.45;1;0.427;1;0.628;1;0.02;0.2981;0.008;0.1293
332;2;81000001;82000000;1;1;0.45;1;0.425;1;0.621;1;0.013;0.2225;0.005;0.1215
333;2;82000001;83000000;1;1;0.164;0.93;0.12;0.7594;1;1;0.034;0.3796;0.014;0.168
334;2;83000001;84000000;0.769;1;0.186;0.9692;0.117;0.7536;1;1;0.053;0.4673;0.017;0.1876
335;2;84000001;85000000;0.766;1;0.191;0.9864;0.116;0.7505;1;1;0.056;0.4878;0.017;0.1876
336;2;85000001;86000000;0.763;1;0.196;0.9932;0.116;0.7505;1;1;0.07;0.5295;0.021;0.2154
337;2;86000001;87000000;0.771;1;0.196;0.9932;0.126;0.7922;1;1;0.163;0.6727;0.085;0.5309
338;2;87000001;88000000;1;1;0.158;0.9268;0.134;0.8334;1;1;0.125;0.6416;0.092;0.5538
339;2;88000001;89000000;0.754;1;0.09;0.6761;0.116;0.7505;1;1;0.079;0.5326;0.1;0.5551
340;2;89000001;90000000;0.55;1;0.022;0.3615;0.027;0.4387;0.343;1;0.206;0.6832;0.281;0.7663
341;2;90000001;91000000;0.549;1;0.021;0.3531;0.027;0.4387;0.343;1;0.2;0.6828;0.282;0.7663
342;2;91000001;92000000;0.548;1;0.028;0.4009;0.037;0.5095;0.615;1;0.2;0.6828;0.283;0.7663
343;2;92000001;93000000;0.751;1;0.037;0.4735;0.035;0.4986;0.358;1;0.258;0.7372;0.304;0.7794
344;2;93000001;94000000;1;1;0.084;0.6566;0.055;0.6094;0.628;1;0.543;0.9926;0.299;0.7786
345;2;94000001;95000000;0.69;1;0.567;1;0.177;0.9358;1;1;0.352;0.806;0.1;0.5551
346;2;95000001;96000000;1;1;0.216;1;0.189;0.9691;1;1;0.281;0.7645;0.11;0.5859
347;2;96000001;97000000;1;1;0.216;1;0.19;0.9691;1;1;0.286;0.7645;0.127;0.6268
348;2;97000001;98000000;1;1;0.216;1;0.204;1;1;1;0.556;0.9931;0.373;0.8206
349;2;98000001;99000000;1;1;0.241;1;0.232;1;1;1;0.55;0.9931;0.346;0.8129
350;2;99000001;100000000;1;1;0.205;0.9947;0.204;1;1;1;0.547;0.9931;0.346;0.8129
351;2;100000001;101000000;0.707;1;0.178;0.9605;0.207;1;1;1;0.285;0.7645;0.35;0.8134
352;2;101000001;102000000;0.706;1;0.156;0.9226;0.166;0.894;1;1;0.135;0.6416;0.13;0.6361
353;2;102000001;103000000;1;1;0.236;1;0.156;0.8659;1;1;0.316;0.7865;0.104;0.5643
354;2;103000001;104000000;1;1;0.201;0.9932;0.161;0.8835;1;1;0.313;0.7853;0.124;0.6183
355;2;104000001;105000000;1;1;0.209;1;0.161;0.8835;1;1;0.323;0.795;0.141;0.6588
356;2;105000001;106000000;1;1;0.209;1;0.149;0.8624;1;1;0.169;0.6747;0.043;0.3712
357;2;106000001;107000000;1;1;0.201;0.9932;0.15;0.8624;1;1;0.167;0.6747;0.043;0.3712
358;2;107000001;108000000;1;1;0.194;0.9932;0.152;0.8659;1;1;0.17;0.6747;0.052;0.426
359;2;108000001;109000000;1;1;0.209;1;0.15;0.8624;1;1;0.175;0.6789;0.051;0.4202
360;2;109000001;110000000;1;1;0.18;0.9605;0.136;0.8422;0.633;1;0.342;0.8048;0.177;0.7012
361;2;110000001;111000000;1;1;0.47;1;0.43;1;0.647;1;0.09;0.5797;0.016;0.1793
362;2;111000001;112000000;1;1;0.47;1;0.444;1;1;1;0.169;0.6747;0.048;0.4
363;2;112000001;113000000;1;1;0.461;1;0.447;1;1;1;0.172;0.6768;0.058;0.4521
364;2;113000001;114000000;1;1;0.173;0.9585;0.137;0.8448;0.633;1;0.336;0.8032;0.178;0.7023
365;2;114000001;115000000;0.751;1;0.464;1;0.525;1;1;1;0.595;0.9931;0.664;1
366;2;115000001;116000000;0.754;1;0.414;1;0.5;1;0.513;1;1;1;1;1
367;2;116000001;117000000;0.756;1;0.407;1;0.498;1;1;1;1;1;1;1
368;2;117000001;118000000;0.551;1;0.394;1;0.501;1;1;1;1;1;1;1
369;2;118000001;119000000;0.551;1;0.388;1;0.502;1;1;1;1;1;1;1
370;2;119000001;120000000;0.554;1;0.376;1;0.506;1;0.529;1;1;1;1;1
371;2;120000001;121000000;0.394;1;0.354;1;0.511;1;0.529;1;1;1;1;1
372;2;121000001;122000000;0.397;1;0.344;1;0.512;1;1;1;0.566;0.9931;1;1
373;2;122000001;123000000;0.399;1;0.339;1;0.512;1;1;1;0.541;0.9926;1;1
374;2;123000001;124000000;0.59;1;0.411;1;0.501;1;1;1;1;1;1;1
375;2;124000001;125000000;0.591;1;0.417;1;0.498;1;1;1;1;1;1;1
376;2;125000001;126000000;0.781;1;0.422;1;0.497;1;1;1;1;1;1;1
377;2;126000001;127000000;0.591;1;0.417;1;0.498;1;1;1;1;1;1;1
378;2;127000001;128000000;0.59;1;0.411;1;0.5;1;1;1;1;1;1;1
379;2;128000001;129000000;0.78;1;0.422;1;0.496;1;1;1;1;1;1;1
380;2;129000001;130000000;0.59;1;0.364;1;0.456;1;1;1;1;1;1;1
381;2;130000001;131000000;0.59;1;0.364;1;0.455;1;1;1;0.576;0.9931;1;1
382;2;131000001;132000000;0.591;1;0.373;1;0.452;1;1;1;1;1;1;1
383;2;132000001;133000000;0.592;1;1;1;1;1;1;1;0.227;0.7082;0.332;0.8001
384;2;133000001;134000000;1;1;1;1;1;1;1;1;0.325;0.7979;0.346;0.8129
385;2;134000001;135000000;0.797;1;1;1;1;1;1;1;0.319;0.7917;0.347;0.8132
386;2;135000001;136000000;0.592;1;1;1;1;1;1;1;0.249;0.7303;0.364;0.8167
387;2;136000001;137000000;1;1;1;1;1;1;1;1;0.331;0.8004;0.344;0.8101
388;2;137000001;138000000;1;1;1;1;1;1;0.533;1;0.6;0.9931;0.301;0.7786
389;2;138000001;139000000;1;1;1;1;1;1;1;1;0.6;0.9931;0.299;0.7786
390;2;139000001;140000000;1;1;1;1;1;1;1;1;0.342;0.8048;0.302;0.7789
391;2;140000001;141000000;0.62;1;1;1;1;1;0.529;1;0.349;0.806;0.219;0.7389
392;2;141000001;142000000;0.631;1;1;1;1;1;1;1;0.607;0.9931;0.253;0.765
393;2;142000001;143000000;0.457;1;1;1;1;1;0.526;1;0.206;0.6832;0.088;0.5403
394;2;143000001;144000000;0.448;1;1;1;1;1;0.526;1;0.361;0.8093;0.087;0.5399
395;2;144000001;145000000;0.44;1;1;1;1;1;0.521;1;0.199;0.6828;0.071;0.496
396;2;145000001;146000000;0.448;1;1;1;1;1;1;1;0.636;1;0.269;0.765
397;2;146000001;147000000;0.304;1;1;1;1;1;0.526;1;0.371;0.8253;0.083;0.5264
398;2;147000001;148000000;0.312;1;0.225;1;0.103;0.741;0.527;1;1;1;1;1
399;2;148000001;149000000;0.282;1;0.255;1;0.099;0.7398;0.527;1;1;1;1;1
400;2;149000001;150000000;0.177;1;0.272;1;0.097;0.7398;0.527;1;1;1;0.609;1
401;2;150000001;151000000;0.177;1;0.272;1;0.097;0.7398;0.527;1;1;1;0.609;1
402;2;151000001;152000000;0.41;1;0.23;1;0.105;0.741;0.531;1;1;1;0.6;1
403;2;152000001;153000000;0.411;1;0.23;1;0.105;0.741;0.527;1;1;1;1;1
404;2;153000001;154000000;0.781;1;0.193;0.9932;0.113;0.741;0.527;1;1;1;1;1
405;2;154000001;155000000;1;1;0.493;1;0.465;1;1;1;0.337;0.8032;0.289;0.7701
406;2;155000001;156000000;1;1;0.158;0.9268;0.154;0.8659;0.544;1;1;1;1;1
407;2;156000001;157000000;1;1;0.178;0.9605;0.151;0.8659;0.544;1;1;1;1;1
408;2;157000001;158000000;1;1;0.159;0.9271;0.114;0.7442;0.589;1;0.591;0.9931;0.301;0.7786
409;2;158000001;159000000;1;1;0.154;0.9226;0.113;0.741;0.618;1;0.302;0.7763;0.245;0.763
410;2;159000001;160000000;1;1;0.154;0.9226;0.113;0.741;0.618;1;0.302;0.7763;0.245;0.763
411;2;160000001;161000000;1;1;0.472;1;0.406;1;1;1;0.332;0.8015;0.11;0.5859
412;2;161000001;162000000;1;1;0.488;1;0.419;1;1;1;0.617;0.9942;0.341;0.8097
413;2;162000001;163000000;0.746;1;0.505;1;0.415;1;1;1;0.614;0.9931;0.309;0.7853
414;2;163000001;164000000;1;1;0.421;1;0.428;1;1;1;0.571;0.9931;0.325;0.7905
415;2;164000001;165000000;1;1;0.421;1;0.428;1;1;1;0.571;0.9931;0.325;0.7905
416;2;165000001;166000000;1;1;0.413;1;0.43;1;1;1;0.575;0.9931;0.356;0.8144
417;2;166000001;167000000;0.493;1;0.302;1;0.443;1;1;1;0.221;0.7008;0.374;0.8206
418;2;167000001;168000000;0.496;1;0.296;1;0.444;1;1;1;0.213;0.6898;0.376;0.8213
419;2;168000001;169000000;0.493;1;0.302;1;0.443;1;1;1;0.221;0.7008;0.374;0.8206
420;2;169000001;170000000;0.493;1;0.08;0.6321;0.135;0.8378;0.249;1;0.525;0.9876;1;1
421;2;170000001;171000000;0.49;1;0.106;0.7514;0.164;0.8898;0.53;1;0.542;0.9926;1;1
422;2;171000001;172000000;0.147;1;0.03;0.4212;0.112;0.741;0.194;1;0.354;0.806;1;1
423;2;172000001;173000000;0.147;1;0.032;0.4365;0.111;0.741;0.194;1;0.362;0.8109;1;1
424;2;173000001;174000000;0.148;1;0.028;0.4009;0.113;0.741;0.194;1;0.347;0.806;1;1
425;2;174000001;175000000;0.147;1;0.167;0.9396;0.403;1;1;1;0.136;0.6416;0.649;1
426;2;175000001;176000000;0.147;1;0.162;0.9279;0.403;1;1;1;0.121;0.6409;0.639;1
427;2;176000001;177000000;0.148;1;0.028;0.4009;0.112;0.741;0.209;1;0.333;0.8023;1;1
428;2;177000001;178000000;0.149;1;0.027;0.4009;0.113;0.741;0.209;1;0.327;0.8002;1;1
429;2;178000001;179000000;0.148;1;0.028;0.4009;0.112;0.741;0.209;1;0.333;0.8023;1;1
430;2;179000001;180000000;0.091;1;0.024;0.3732;0.113;0.741;0.227;1;0.3;0.7733;1;1
431;2;180000001;181000000;0.334;1;0.056;0.5723;0.108;0.741;0.227;1;0.482;0.9561;1;1
432;2;181000001;182000000;0.334;1;0.056;0.5723;0.108;0.741;0.227;1;0.482;0.9561;1;1
433;2;182000001;183000000;0.335;1;0.059;0.5884;0.107;0.741;0.247;1;0.47;0.9413;1;1
434;2;183000001;184000000;0.335;1;0.059;0.5884;0.107;0.741;0.247;1;0.47;0.9413;1;1
435;2;184000001;185000000;0.225;1;0.046;0.5237;0.111;0.741;0.247;1;0.428;0.8969;1;1
436;2;185000001;186000000;0.224;1;0.04;0.4861;0.113;0.741;0.247;1;0.403;0.8776;1;1
437;2;186000001;187000000;0.336;1;0.046;0.5237;0.104;0.741;0.557;1;0.171;0.6747;0.367;0.819
438;2;187000001;188000000;0.333;1;0.054;0.5618;0.108;0.741;0.247;1;0.455;0.9346;1;1
439;2;188000001;189000000;0.49;1;0.064;0.599;0.099;0.7398;0.565;1;0.203;0.6828;0.325;0.7905
440;2;189000001;190000000;0.49;1;0.07;0.6007;0.098;0.7398;0.557;1;0.237;0.714;0.352;0.8134
441;2;190000001;191000000;0.713;1;0.07;0.6007;0.091;0.7398;0.621;1;0.091;0.5835;0.114;0.5994
442;2;191000001;192000000;0.714;1;0.064;0.599;0.086;0.7294;1;1;0.032;0.3672;0.033;0.303
443;2;192000001;193000000;0.494;1;0.054;0.5618;0.094;0.7398;1;1;0.057;0.4906;0.102;0.5597
444;2;193000001;194000000;0.333;1;0.05;0.5477;0.095;0.7398;1;1;0.052;0.4641;0.104;0.5643
445;2;194000001;195000000;0.494;1;0.054;0.5618;0.094;0.7398;1;1;0.057;0.4906;0.102;0.5597
446;2;195000001;196000000;0.49;1;0.074;0.6093;0.119;0.7564;1;1;0.073;0.5295;0.119;0.6113
447;2;196000001;197000000;0.713;1;0.07;0.6007;0.092;0.7398;0.608;1;0.102;0.6057;0.132;0.6416
448;2;197000001;198000000;0.49;1;0.067;0.6007;0.092;0.7398;0.608;1;0.097;0.5992;0.133;0.6421
449;2;198000001;199000000;0.489;1;0.064;0.599;0.093;0.7398;0.597;1;0.103;0.6067;0.153;0.686
450;2;199000001;200000000;0.489;1;0.08;0.6321;0.118;0.755;1;1;0.092;0.5835;0.135;0.6474
451;2;200000001;201000000;1;1;0.134;0.8768;0.11;0.741;1;1;0.165;0.6747;0.124;0.6183
452;2;201000001;202000000;1;1;0.108;0.7581;0.093;0.7398;0.557;1;0.573;0.9931;0.338;0.8072
453;2;202000001;203000000;0.489;1;0.268;1;0.369;1;1;1;0.038;0.4011;0.046;0.3924
454;2;203000001;204000000;0.489;1;0.268;1;0.37;1;1;1;0.043;0.4273;0.055;0.4346
455;2;204000001;205000000;0.489;1;0.262;1;0.371;1;1;1;0.041;0.422;0.055;0.4346
456;2;205000001;206000000;0.334;1;0.221;1;0.356;1;0.411;1;0.527;0.9876;1;1
457;2;206000001;207000000;0.495;1;0.274;1;0.406;1;0.481;1;0.533;0.9894;1;1
458;2;207000001;208000000;0.334;1;0.262;1;0.42;1;0.286;1;1;1;0.62;1
459;2;208000001;209000000;0.337;1;0.252;1;0.421;1;0.3;1;1;1;0.614;1
460;2;209000001;210000000;0.225;1;0.228;1;0.426;1;0.316;1;1;1;0.61;1
461;2;210000001;211000000;0.148;1;0.216;1;0.429;1;0.316;1;1;1;0.611;1
462;2;211000001;212000000;0.147;1;0.212;1;0.43;1;0.316;1;1;1;0.611;1
463;2;212000001;213000000;0.097;1;0.198;0.9932;0.435;1;0.316;1;1;1;0.611;1
464;2;213000001;214000000;0.148;1;0.205;0.9947;0.431;1;0.333;1;1;1;0.608;1
465;2;214000001;215000000;0.147;1;0.208;1;0.43;1;0.333;1;1;1;0.608;1
466;2;215000001;216000000;0.225;1;0.228;1;0.425;1;0.333;1;1;1;0.608;1
467;2;216000001;217000000;0.224;1;0.232;1;0.423;1;0.333;1;1;1;0.608;1
468;2;217000001;218000000;0.339;1;0.246;1;0.42;1;0.333;1;1;1;0.608;1
469;2;218000001;219000000;0.336;1;0.252;1;0.419;1;0.333;1;1;1;0.608;1
470;2;219000001;220000000;0.342;1;1;1;1;1;1;1;0.405;0.8787;1;1
471;2;220000001;221000000;0.756;1;0.336;1;0.408;1;0.353;1;1;1;1;1
472;2;221000001;222000000;0.334;1;0.052;0.5611;0.108;0.741;0.27;1;0.427;0.8955;1;1
473;2;222000001;223000000;0.335;1;0.059;0.5884;0.107;0.741;0.247;1;0.47;0.9413;1;1
474;2;223000001;224000000;0.335;1;0.059;0.5884;0.107;0.741;0.247;1;0.47;0.9413;1;1
475;2;224000001;225000000;0.495;1;0.061;0.594;0.106;0.741;0.27;1;0.456;0.9346;1;1
476;2;225000001;226000000;0.334;1;0.252;1;0.407;1;1;1;0.441;0.9142;1;1
477;2;226000001;227000000;0.335;1;0.246;1;0.408;1;1;1;0.434;0.9036;1;1
478;2;227000001;228000000;0.334;1;0.056;0.5723;0.106;0.741;0.523;1;0.419;0.893;1;1
479;2;228000001;229000000;0.495;1;0.061;0.594;0.105;0.741;0.523;1;0.434;0.9036;1;1
480;2;229000001;230000000;0.335;1;0.262;1;0.405;1;1;1;0.456;0.9346;1;1
481;2;230000001;231000000;0.497;1;0.268;1;0.405;1;0.521;1;0.486;0.962;1;1
482;2;231000001;232000000;0.335;1;0.262;1;0.407;1;0.5;1;0.498;0.9646;1;1
483;2;232000001;233000000;0.334;1;0.257;1;0.409;1;0.481;1;0.509;0.9703;1;1
484;2;233000001;234000000;0.334;1;0.252;1;0.411;1;0.481;1;0.501;0.9646;1;1
485;2;234000001;235000000;0.334;1;0.252;1;0.409;1;0.5;1;0.482;0.9561;1;1
486;2;235000001;236000000;0.341;1;1;1;1;1;1;1;0.166;0.6747;0.369;0.819
487;2;236000001;237000000;0.334;1;0.252;1;0.408;1;0.521;1;0.462;0.9372;1;1
488;2;237000001;238000000;0.093;1;0.136;0.8838;0.42;1;0.521;1;0.269;0.748;1;1
489;2;238000001;239000000;0.093;1;0.136;0.8838;0.42;1;0.521;1;0.269;0.748;1;1
490;2;239000001;240000000;0.093;1;0.136;0.8838;0.42;1;0.521;1;0.269;0.748;1;1
491;2;240000001;241000000;0.337;1;0.241;1;0.411;1;0.521;1;0.448;0.9254;1;1
492;2;241000001;242000000;0.753;1;0.336;1;0.398;1;0.521;1;1;1;1;1
493;2;242000001;243000000;1;1;1;1;1;1;1;1;1;1;1;1
494;2;243000001;244000000;0.385;1;1;1;1;1;1;1;0.426;0.8955;0.568;0.9975
495;3;1;1000000;0.385;1;1;1;1;1;1;1;0.429;0.8977;0.566;0.9975
496;3;1000001;2000000;0.388;1;1;1;1;1;1;1;0.438;0.9106;0.561;0.9935
497;3;2000001;3000000;0.389;1;1;1;1;1;1;1;0.441;0.9142;0.561;0.9935
498;3;3000001;4000000;0.174;1;1;1;1;1;1;1;0.364;0.8135;0.581;0.9975
499;3;4000001;5000000;0.248;1;0.106;0.7514;0.173;0.9231;0.167;1;1;1;1;1
500;3;5000001;6000000;0.25;1;0.156;0.9226;0.246;1;0.273;1;1;1;1;1
501;3;6000001;7000000;0.154;1;1;1;1;1;1;1;0.315;0.7853;0.531;0.9707
502;3;7000001;8000000;0.084;1;1;1;1;1;1;1;0.294;0.7672;0.579;0.9975
503;3;8000001;9000000;0.128;1;1;1;1;1;1;1;0.311;0.7853;0.572;0.9975
504;3;9000001;10000000;0.128;1;1;1;1;1;1;1;0.315;0.7853;0.57;0.9975
505;3;10000001;11000000;0.128;1;1;1;1;1;1;1;0.358;0.8063;1;1
506;3;11000001;12000000;0.191;1;1;1;1;1;1;1;0.379;0.8418;1;1
507;3;12000001;13000000;0.192;1;1;1;1;1;1;1;0.397;0.8698;1;1
508;3;13000001;14000000;0.19;1;1;1;1;1;1;1;0.392;0.8608;1;1
509;3;14000001;15000000;0.19;1;1;1;1;1;1;1;0.383;0.8475;1;1
510;3;15000001;16000000;0.19;1;1;1;1;1;1;1;0.412;0.8852;1;1
511;3;16000001;17000000;0.19;1;1;1;1;1;1;1;0.407;0.881;1;1
512;3;17000001;18000000;0.128;1;1;1;1;1;1;1;0.39;0.8577;1;1
513;3;18000001;19000000;0.084;1;1;1;1;1;1;1;0.344;0.806;1;1
514;3;19000001;20000000;0.224;1;1;1;1;1;1;1;0.412;0.8852;1;1
515;3;20000001;21000000;0.153;1;1;1;1;1;1;1;0.371;0.8253;1;1
516;3;21000001;22000000;0.156;1;1;1;1;1;1;1;0.381;0.8443;1;1
517;3;22000001;23000000;0.224;1;1;1;1;1;1;1;0.356;0.806;0.57;0.9975
518;3;23000001;24000000;0.224;1;1;1;1;1;1;1;0.4;0.8731;0.604;1
519;3;24000001;25000000;0.128;1;1;1;1;1;1;1;0.337;0.8032;1;1
520;3;25000001;26000000;0.128;1;1;1;1;1;1;1;0.341;0.8048;1;1
521;3;26000001;27000000;0.128;1;1;1;1;1;1;1;0.311;0.7853;0.57;0.9975
522;3;27000001;28000000;0.128;1;1;1;1;1;1;1;0.315;0.7853;0.569;0.9975
523;3;28000001;29000000;0.19;1;1;1;1;1;1;1;0.33;0.8004;0.564;0.997
524;3;29000001;30000000;0.038;1;1;1;1;1;1;1;0.25;0.7303;1;1
525;3;30000001;31000000;0.061;1;1;1;1;1;1;1;0.264;0.7447;1;1
526;3;31000001;32000000;0.012;1;0.012;0.241;1;1;1;1;0.138;0.6416;0.584;0.9975
527;3;32000001;33000000;0.012;1;0.012;0.241;1;1;1;1;0.132;0.6416;0.588;0.9991
528;3;33000001;34000000;0.012;1;0.012;0.241;1;1;1;1;0.147;0.6561;1;1
529;3;34000001;35000000;0.012;1;0.012;0.241;1;1;1;1;0.134;0.6416;0.585;0.9975
530;3;35000001;36000000;0.012;1;0.012;0.241;1;1;1;1;0.141;0.6462;0.581;0.9975
531;3;36000001;37000000;0.012;1;0.012;0.241;1;1;1;1;0.138;0.6416;0.582;0.9975
532;3;37000001;38000000;0.021;1;0.021;0.3531;1;1;1;1;0.129;0.6416;0.537;0.9712
533;3;38000001;39000000;0.02;1;0.02;0.3527;1;1;1;1;0.145;0.6511;0.579;0.9975
534;3;39000001;40000000;0.012;1;0.012;0.241;1;1;1;1;0.141;0.6462;0.581;0.9975
535;3;40000001;41000000;0.012;1;0.012;0.241;1;1;1;1;1;1;1;1
536;3;41000001;42000000;0.021;1;0.021;0.3531;1;1;1;1;1;1;1;1
537;3;42000001;43000000;0.021;1;0.021;0.3531;1;1;1;1;1;1;1;1
538;3;43000001;44000000;0.012;1;0.012;0.241;1;1;1;1;1;1;1;1
539;3;44000001;45000000;0.02;1;0.02;0.3527;1;1;1;1;0.145;0.6511;0.579;0.9975
540;3;45000001;46000000;0.02;1;0.02;0.3527;1;1;1;1;0.145;0.6511;0.579;0.9975
541;3;46000001;47000000;0.012;1;0.012;0.241;1;1;1;1;0.125;0.6416;0.539;0.9712
542;3;47000001;48000000;0.012;1;0.012;0.241;1;1;1;1;0.108;0.6209;0.494;0.9338
543;3;48000001;49000000;0.012;1;0.012;0.241;1;1;1;1;0.109;0.6218;0.493;0.9325
544;3;49000001;50000000;0.012;1;0.012;0.241;1;1;1;1;0.127;0.6416;0.538;0.9712
545;3;50000001;51000000;0.012;1;0.012;0.241;1;1;1;1;0.127;0.6416;0.538;0.9712
546;3;51000001;52000000;0.012;1;0.012;0.241;1;1;1;1;0.138;0.6416;0.582;0.9975
547;3;52000001;53000000;0.021;1;0.021;0.3531;1;1;1;1;0.143;0.6472;0.58;0.9975
548;3;53000001;54000000;0.021;1;0.021;0.3531;1;1;1;1;0.143;0.6472;0.58;0.9975
549;3;54000001;55000000;0.012;1;0.012;0.241;1;1;1;1;0.132;0.6416;0.586;0.9981
550;3;55000001;56000000;0.012;1;0.012;0.241;1;1;1;1;0.136;0.6416;0.584;0.9975
551;3;56000001;57000000;0.012;1;0.012;0.241;1;1;1;1;0.134;0.6416;0.585;0.9975
552;3;57000001;58000000;0.012;1;0.012;0.241;1;1;1;1;0.141;0.6462;0.581;0.9975
553;3;58000001;59000000;0.002;1;0.002;0.2066;1;1;1;1;1;1;0.606;1
554;3;59000001;60000000;0.686;1;1;1;1;1;1;1;0.315;0.7853;0.356;0.8144
555;3;60000001;61000000;0.341;1;1;1;1;1;1;1;0.015;0.241;0.035;0.3183
556;3;61000001;62000000;0.43;1;0.009;0.2388;0.017;0.3367;0.214;1;0.038;0.4011;0.075;0.5123
557;3;62000001;63000000;0.795;1;1;1;1;1;1;1;0.004;0.1193;0.003;0.1188
558;3;63000001;64000000;0.794;1;1;1;1;1;1;1;0.004;0.1193;0.003;0.1188
559;3;64000001;65000000;0.431;1;1;1;1;1;1;1;0.002;0.0863;0.004;0.1215
560;3;65000001;66000000;0.431;1;1;1;1;1;1;1;0.003;0.0997;0.005;0.1215
561;3;66000001;67000000;0.613;1;0.115;0.7881;0.141;0.8547;1;1;0.004;0.1193;0.005;0.1215
562;3;67000001;68000000;0.614;1;0.024;0.3732;0.031;0.4694;0.547;1;0.043;0.4273;0.057;0.4467
563;3;68000001;69000000;0.308;1;0.016;0.2929;0.034;0.4916;0.547;1;0.027;0.3475;0.064;0.4795
564;3;69000001;70000000;0.308;1;0.008;0.2314;0.018;0.3494;0.242;1;0.026;0.3449;0.064;0.4795
565;3;70000001;71000000;0.214;1;0.007;0.2131;0.019;0.3522;0.242;1;0.021;0.3067;0.069;0.4891
566;3;71000001;72000000;0.213;1;0.007;0.2131;0.019;0.3522;0.242;1;0.02;0.2981;0.07;0.4914
567;3;72000001;73000000;0.214;1;0.006;0.2066;0.019;0.3522;0.242;1;0.019;0.2877;0.072;0.4993
568;3;73000001;74000000;0.333;1;0.009;0.2388;0.018;0.3494;0.242;1;0.027;0.3475;0.067;0.4856
569;3;74000001;75000000;0.48;1;0.011;0.241;0.017;0.3367;0.242;1;0.035;0.3863;0.063;0.4757
570;3;75000001;76000000;0.643;1;0.012;0.241;0.017;0.3367;0.242;1;0.04;0.4146;0.061;0.4679
571;3;76000001;77000000;1;1;0.142;0.9167;0.133;0.829;1;1;0.022;0.315;0.016;0.1793
572;3;77000001;78000000;1;1;1;1;1;1;1;1;0.004;0.1193;0.003;0.1188
